,presapp_foreignstr,guarpr_dpc,guarpr_rpc,envir_gwarm,envir_nuke,envir_drill,envjob_rpc,envjob_dpc,inspre_dpc,inspre_rpc,ineq_incgap_x,ineqinc_ineqreduc,econcand_rwin,econcand_dwin,immigpo_level,immigpo_jobs,immig_policy,milln_milltax_x,iran_nukeinvd,iran_nuksanct,china_econ,war_worthit,war_terror,israel_support,defsppr_dpc,defsppr_rpc,prevote_intpreswho,postvote_presvtwho,prevote_intpresst
2526,2,1.0,6.0,2,3,3,6.0,1.0,1.0,3.0,3.0,1,1.0,3.0,3.0,2.0,2.0,4.0,1,3,3,2,1,1,1.0,4.0,2.0,2.0,1.0
2527,1,3.0,7.0,2,2,3,7.0,4.0,1.0,7.0,4.0,2,2.0,2.0,4.0,1.0,3.0,6.0,1,1,3,1,3,3,3.0,4.0,2.0,2.0,2.0
2528,2,2.0,5.0,2,2,3,5.0,2.0,1.0,5.0,3.0,1,1.0,3.0,-1.0,3.0,2.0,6.0,3,3,3,-1,-1,2,3.0,4.0,2.0,2.0,1.0
2529,1,1.0,4.0,1,3,2,4.0,4.0,1.0,5.0,5.0,1,1.0,3.0,2.0,2.0,2.0,5.0,1,1,1,1,2,3,4.0,5.0,-1.0,-1.0,-1.0
2530,2,4.0,7.0,2,1,2,7.0,2.0,2.0,7.0,5.0,3,3.0,1.0,3.0,1.0,3.0,7.0,1,3,1,1,3,2,5.0,6.0,1.0,1.0,1.0
2531,2,1.0,6.0,1,3,3,6.0,1.0,1.0,7.0,3.0,1,1.0,3.0,1.0,4.0,2.0,5.0,2,3,1,1,3,1,1.0,6.0,2.0,2.0,1.0
2532,1,2.0,4.0,1,3,3,4.0,3.0,2.0,6.0,4.0,2,2.0,3.0,3.0,2.0,2.0,7.0,3,3,1,2,1,2,3.0,4.0,2.0,2.0,1.0
2533,1,3.0,7.0,2,3,1,6.0,1.0,1.0,7.0,5.0,3,3.0,1.0,3.0,1.0,4.0,7.0,1,3,3,1,3,2,4.0,7.0,1.0,1.0,1.0
2534,2,1.0,7.0,2,1,1,7.0,1.0,1.0,7.0,5.0,3,3.0,1.0,4.0,1.0,3.0,7.0,1,3,1,1,1,2,3.0,7.0,1.0,1.0,1.0
2535,2,4.0,2.0,1,1,2,3.0,3.0,2.0,6.0,4.0,2,1.0,3.0,2.0,1.0,2.0,6.0,3,3,1,2,2,2,2.0,6.0,2.0,2.0,1.0
2536,2,4.0,7.0,2,3,2,7.0,3.0,3.0,7.0,5.0,3,3.0,1.0,3.0,2.0,2.0,7.0,1,3,1,2,1,2,4.0,7.0,1.0,1.0,1.0
2537,2,1.0,6.0,2,3,3,4.0,4.0,1.0,3.0,3.0,1,1.0,3.0,2.0,3.0,2.0,7.0,2,2,1,1,3,2,2.0,4.0,2.0,2.0,1.0
2538,2,1.0,7.0,2,2,2,7.0,1.0,4.0,4.0,5.0,2,3.0,3.0,1.0,4.0,3.0,4.0,2,2,1,-1,2,2,1.0,7.0,-1.0,-1.0,-1.0
2539,2,4.0,7.0,2,1,1,7.0,3.0,6.0,7.0,5.0,1,1.0,1.0,3.0,1.0,3.0,7.0,1,1,1,1,3,3,5.0,6.0,-1.0,-1.0,-1.0
2540,2,3.0,5.0,2,2,3,7.0,3.0,1.0,7.0,5.0,1,3.0,1.0,2.0,1.0,3.0,7.0,2,3,3,1,2,2,5.0,5.0,1.0,1.0,1.0
2541,1,4.0,4.0,2,2,3,4.0,4.0,2.0,4.0,5.0,1,2.0,2.0,2.0,3.0,1.0,7.0,1,2,1,1,2,2,2.0,2.0,1.0,2.0,2.0
2542,2,1.0,6.0,2,2,3,4.0,2.0,1.0,6.0,3.0,1,1.0,3.0,2.0,2.0,3.0,4.0,2,3,3,2,1,2,2.0,5.0,2.0,2.0,1.0
2543,2,1.0,6.0,1,2,3,5.0,1.0,1.0,4.0,3.0,1,1.0,3.0,3.0,2.0,2.0,6.0,3,3,3,2,2,1,1.0,6.0,2.0,2.0,1.0
2544,2,1.0,7.0,1,3,3,7.0,1.0,7.0,6.0,4.0,1,1.0,3.0,3.0,3.0,1.0,1.0,2,3,1,2,2,1,1.0,2.0,2.0,2.0,1.0
2545,1,4.0,7.0,1,1,1,5.0,3.0,4.0,7.0,5.0,2,1.0,1.0,1.0,1.0,1.0,6.0,1,3,1,1,3,3,3.0,6.0,-1.0,-1.0,-1.0
2546,2,4.0,5.0,2,1,1,5.0,2.0,1.0,4.0,3.0,1,3.0,2.0,1.0,2.0,2.0,7.0,1,2,1,1,2,3,5.0,5.0,5.0,1.0,2.0
2547,2,2.0,6.0,1,2,3,6.0,1.0,1.0,5.0,3.0,1,1.0,3.0,2.0,3.0,1.0,1.0,1,3,1,1,2,1,1.0,6.0,2.0,2.0,1.0
2548,2,7.0,1.0,1,1,2,4.0,7.0,4.0,7.0,3.0,2,3.0,1.0,2.0,3.0,1.0,4.0,2,2,2,1,2,1,2.0,2.0,1.0,1.0,1.0
2549,2,4.0,1.0,2,1,2,5.0,4.0,4.0,1.0,5.0,3,3.0,1.0,3.0,2.0,3.0,7.0,1,1,1,1,1,3,4.0,7.0,1.0,1.0,1.0
2550,2,4.0,7.0,2,2,3,7.0,1.0,1.0,7.0,5.0,1,3.0,1.0,5.0,2.0,3.0,6.0,2,3,2,1,1,2,4.0,7.0,1.0,1.0,1.0
2551,1,6.0,3.0,2,2,3,4.0,4.0,2.0,4.0,5.0,2,1.0,3.0,1.0,4.0,2.0,7.0,2,2,1,1,2,3,6.0,4.0,2.0,2.0,1.0
2552,2,2.0,7.0,2,3,3,5.0,1.0,1.0,6.0,4.0,1,1.0,3.0,3.0,2.0,3.0,7.0,1,3,3,1,1,1,2.0,6.0,2.0,2.0,1.0
2553,1,3.0,4.0,1,2,3,4.0,4.0,2.0,4.0,3.0,1,1.0,3.0,2.0,3.0,1.0,4.0,1,2,2,1,2,1,5.0,4.0,2.0,2.0,1.0
2554,2,2.0,6.0,1,1,3,5.0,1.0,1.0,6.0,5.0,1,1.0,3.0,1.0,4.0,1.0,1.0,1,3,1,1,2,2,1.0,4.0,2.0,2.0,1.0
2555,2,1.0,4.0,1,2,1,1.0,7.0,1.0,5.0,4.0,1,1.0,3.0,5.0,4.0,1.0,1.0,3,3,3,2,1,1,1.0,4.0,2.0,2.0,1.0
2556,1,2.0,6.0,1,1,3,1.0,3.0,3.0,5.0,4.0,3,3.0,1.0,2.0,3.0,3.0,6.0,1,3,1,1,2,3,3.0,6.0,-1.0,-1.0,-1.0
2557,2,4.0,7.0,2,2,2,7.0,4.0,5.0,7.0,5.0,3,1.0,1.0,3.0,4.0,2.0,7.0,1,3,1,2,1,2,4.0,7.0,1.0,1.0,1.0
2558,1,3.0,6.0,2,2,2,5.0,4.0,3.0,6.0,3.0,2,3.0,2.0,3.0,2.0,3.0,7.0,1,3,1,1,2,2,4.0,4.0,1.0,1.0,1.0
2559,2,5.0,2.0,2,1,3,4.0,4.0,1.0,6.0,3.0,1,1.0,3.0,1.0,4.0,3.0,7.0,3,3,1,2,3,1,2.0,6.0,2.0,2.0,1.0
2560,2,1.0,5.0,1,3,3,6.0,1.0,1.0,4.0,4.0,1,1.0,3.0,3.0,2.0,3.0,2.0,2,3,1,2,1,1,2.0,4.0,2.0,2.0,1.0
2561,1,5.0,7.0,2,3,2,4.0,4.0,3.0,7.0,5.0,3,3.0,1.0,1.0,4.0,1.0,7.0,2,2,1,2,2,2,4.0,4.0,1.0,-1.0,1.0
2562,2,1.0,7.0,2,3,3,4.0,1.0,1.0,5.0,3.0,1,1.0,3.0,1.0,4.0,1.0,2.0,1,3,1,1,1,1,2.0,4.0,2.0,2.0,1.0
2563,1,1.0,7.0,2,1,3,4.0,1.0,1.0,7.0,5.0,3,1.0,3.0,3.0,3.0,1.0,4.0,2,3,1,1,2,1,1.0,6.0,2.0,2.0,1.0
2564,2,3.0,7.0,2,2,2,6.0,2.0,2.0,7.0,5.0,3,1.0,1.0,3.0,1.0,4.0,7.0,1,3,1,1,2,3,4.0,6.0,1.0,1.0,1.0
2565,1,2.0,6.0,2,3,3,7.0,2.0,1.0,5.0,5.0,1,3.0,1.0,2.0,2.0,3.0,7.0,1,3,1,1,3,2,4.0,5.0,1.0,1.0,2.0
2566,1,2.0,6.0,2,2,3,3.0,3.0,2.0,6.0,4.0,3,3.0,1.0,1.0,4.0,1.0,7.0,2,1,1,1,2,3,5.0,3.0,1.0,1.0,2.0
2567,2,5.0,3.0,2,3,3,5.0,2.0,7.0,2.0,5.0,3,2.0,3.0,1.0,4.0,3.0,7.0,2,3,1,1,2,3,2.0,6.0,-1.0,-1.0,-1.0
2568,1,1.0,6.0,1,2,3,5.0,2.0,1.0,6.0,3.0,1,2.0,3.0,2.0,3.0,3.0,5.0,3,3,2,1,1,1,3.0,5.0,2.0,2.0,1.0
2569,1,2.0,6.0,1,2,3,4.0,2.0,2.0,4.0,4.0,-1,2.0,2.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,2,-1,5.0,5.0,2.0,-1.0,2.0
2570,2,3.0,7.0,2,3,1,7.0,3.0,3.0,6.0,5.0,1,1.0,1.0,5.0,1.0,4.0,7.0,1,3,3,2,2,2,4.0,5.0,1.0,1.0,1.0
2571,2,2.0,5.0,2,3,3,5.0,1.0,1.0,5.0,4.0,2,1.0,3.0,3.0,2.0,3.0,6.0,1,3,1,1,3,1,2.0,5.0,2.0,2.0,1.0
2572,2,4.0,7.0,2,1,1,7.0,4.0,6.0,7.0,5.0,3,3.0,1.0,5.0,1.0,4.0,7.0,1,3,3,1,2,2,3.0,7.0,1.0,1.0,1.0
2573,2,1.0,5.0,1,2,2,4.0,2.0,1.0,5.0,5.0,1,1.0,3.0,2.0,4.0,2.0,3.0,1,3,1,1,2,3,2.0,5.0,2.0,2.0,1.0
2574,2,1.0,4.0,1,3,3,4.0,1.0,1.0,4.0,4.0,1,1.0,3.0,3.0,2.0,2.0,1.0,2,3,1,-1,3,1,1.0,6.0,2.0,2.0,1.0
2575,2,4.0,4.0,1,2,2,4.0,4.0,3.0,6.0,2.0,2,3.0,1.0,3.0,2.0,3.0,7.0,3,2,2,1,2,2,4.0,7.0,1.0,1.0,1.0
2576,2,1.0,7.0,2,3,3,1.0,7.0,7.0,4.0,5.0,3,1.0,3.0,1.0,4.0,1.0,7.0,3,3,1,1,2,2,1.0,7.0,2.0,2.0,1.0
2577,2,2.0,7.0,2,2,1,7.0,5.0,5.0,7.0,5.0,3,3.0,1.0,5.0,1.0,4.0,7.0,1,3,1,1,1,1,3.0,7.0,1.0,1.0,1.0
2578,2,4.0,6.0,2,3,2,5.0,3.0,7.0,2.0,5.0,3,2.0,2.0,1.0,3.0,3.0,7.0,2,3,2,1,3,2,4.0,6.0,-1.0,-1.0,-1.0
2579,1,5.0,7.0,2,3,2,7.0,2.0,4.0,6.0,5.0,3,2.0,1.0,4.0,1.0,3.0,7.0,1,3,3,1,2,3,5.0,7.0,1.0,1.0,1.0
2580,2,3.0,5.0,2,3,2,5.0,3.0,3.0,5.0,5.0,3,3.0,1.0,2.0,2.0,2.0,7.0,2,3,1,1,1,2,4.0,5.0,1.0,1.0,1.0
2581,2,3.0,7.0,2,3,2,7.0,2.0,2.0,2.0,5.0,3,3.0,1.0,5.0,1.0,4.0,7.0,1,3,3,2,2,2,5.0,7.0,-1.0,-1.0,-1.0
2582,1,4.0,7.0,2,2,3,7.0,2.0,3.0,6.0,5.0,3,3.0,1.0,2.0,3.0,2.0,7.0,1,1,1,1,1,2,3.0,6.0,1.0,1.0,1.0
2583,2,3.0,7.0,2,2,3,7.0,2.0,1.0,7.0,5.0,1,1.0,1.0,4.0,2.0,4.0,5.0,2,3,2,1,2,2,5.0,2.0,1.0,1.0,2.0
2584,2,1.0,6.0,2,3,3,6.0,2.0,1.0,4.0,3.0,1,1.0,3.0,3.0,2.0,3.0,1.0,1,2,3,2,2,2,1.0,5.0,2.0,2.0,1.0
2585,1,5.0,5.0,2,2,2,4.0,4.0,2.0,4.0,4.0,-1,1.0,2.0,-1.0,-1.0,3.0,-1.0,-1,-1,-1,1,3,-1,4.0,4.0,2.0,-1.0,1.0
2586,2,1.0,6.0,1,2,3,5.0,1.0,1.0,6.0,3.0,1,1.0,3.0,3.0,1.0,2.0,6.0,2,3,2,2,1,2,2.0,5.0,2.0,2.0,1.0
2587,2,1.0,5.0,2,3,3,6.0,2.0,1.0,4.0,4.0,1,1.0,3.0,3.0,2.0,1.0,1.0,1,3,1,2,1,1,1.0,5.0,2.0,2.0,1.0
2588,1,4.0,7.0,2,2,1,6.0,4.0,2.0,7.0,5.0,1,2.0,2.0,2.0,3.0,3.0,5.0,1,3,1,2,1,2,4.0,5.0,1.0,1.0,2.0
2589,2,1.0,6.0,1,3,3,5.0,1.0,1.0,6.0,4.0,1,1.0,3.0,3.0,3.0,1.0,1.0,2,3,1,1,2,1,1.0,4.0,2.0,2.0,1.0
2590,2,4.0,7.0,2,3,2,7.0,2.0,1.0,4.0,5.0,1,2.0,2.0,2.0,3.0,3.0,6.0,1,3,1,1,2,2,4.0,6.0,5.0,-1.0,2.0
2591,2,6.0,6.0,-1,-1,-1,6.0,-1.0,6.0,6.0,-1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,-1,-1,3,-1,-1,-1,6.0,6.0,2.0,-1.0,1.0
2592,2,5.0,3.0,2,2,2,3.0,3.0,5.0,4.0,5.0,3,2.0,2.0,1.0,3.0,3.0,7.0,2,3,1,1,2,2,3.0,3.0,2.0,2.0,2.0
2593,2,1.0,6.0,1,3,3,5.0,2.0,1.0,6.0,3.0,1,1.0,3.0,2.0,2.0,3.0,2.0,3,3,3,1,2,1,1.0,6.0,2.0,2.0,2.0
2594,2,2.0,7.0,2,2,3,7.0,1.0,5.0,7.0,5.0,2,3.0,1.0,3.0,2.0,3.0,7.0,2,3,2,1,2,2,5.0,7.0,-1.0,-1.0,-1.0
2595,2,5.0,4.0,1,2,3,5.0,2.0,6.0,4.0,4.0,3,1.0,1.0,3.0,2.0,4.0,7.0,2,3,1,1,2,3,3.0,6.0,1.0,1.0,2.0
2596,2,4.0,7.0,1,1,1,7.0,1.0,1.0,6.0,5.0,3,3.0,1.0,1.0,4.0,1.0,7.0,2,2,1,1,2,3,3.0,7.0,1.0,1.0,1.0
2597,1,3.0,6.0,2,3,3,3.0,3.0,2.0,6.0,3.0,2,1.0,2.0,3.0,2.0,3.0,6.0,1,3,1,2,1,2,3.0,5.0,2.0,2.0,1.0
2598,2,4.0,4.0,2,1,3,4.0,3.0,5.0,4.0,5.0,1,2.0,3.0,1.0,4.0,3.0,7.0,1,3,1,1,3,3,5.0,2.0,5.0,5.0,1.0
2599,2,1.0,6.0,2,2,2,6.0,2.0,1.0,2.0,5.0,1,3.0,3.0,3.0,2.0,2.0,7.0,1,3,1,1,3,1,5.0,3.0,5.0,5.0,1.0
2600,2,4.0,7.0,2,1,1,7.0,4.0,1.0,7.0,5.0,2,3.0,1.0,1.0,3.0,3.0,7.0,1,1,1,1,3,3,6.0,5.0,1.0,1.0,1.0
2601,2,4.0,7.0,2,1,1,7.0,3.0,3.0,7.0,5.0,3,2.0,2.0,5.0,1.0,3.0,7.0,1,2,3,1,2,3,2.0,7.0,1.0,1.0,1.0
2602,1,3.0,5.0,2,2,2,5.0,3.0,3.0,5.0,5.0,2,2.0,2.0,3.0,2.0,3.0,4.0,2,2,2,2,1,2,3.0,5.0,-1.0,-1.0,-1.0
2603,2,3.0,7.0,2,3,2,7.0,3.0,4.0,7.0,5.0,2,3.0,2.0,3.0,2.0,2.0,7.0,1,3,1,1,3,2,5.0,7.0,1.0,1.0,1.0
2604,1,2.0,7.0,2,2,2,6.0,3.0,3.0,3.0,5.0,3,3.0,2.0,3.0,1.0,3.0,7.0,1,3,2,1,2,1,4.0,4.0,2.0,1.0,2.0
2605,2,1.0,6.0,2,2,1,7.0,2.0,5.0,5.0,5.0,3,3.0,1.0,3.0,4.0,3.0,7.0,2,3,1,1,1,3,4.0,6.0,1.0,1.0,1.0
2606,1,2.0,6.0,2,3,3,3.0,5.0,3.0,4.0,4.0,2,1.0,3.0,1.0,3.0,3.0,6.0,1,3,1,2,2,2,5.0,5.0,2.0,2.0,2.0
2607,2,2.0,6.0,2,1,3,3.0,4.0,1.0,4.0,5.0,2,1.0,3.0,1.0,4.0,2.0,7.0,3,3,2,2,2,3,2.0,5.0,2.0,2.0,1.0
2608,2,4.0,5.0,2,2,2,3.0,6.0,2.0,5.0,5.0,1,1.0,3.0,1.0,4.0,3.0,6.0,1,3,1,1,2,3,2.0,5.0,2.0,2.0,1.0
2609,2,2.0,7.0,2,1,3,7.0,1.0,2.0,6.0,5.0,3,3.0,2.0,1.0,3.0,3.0,7.0,2,3,1,1,3,2,3.0,6.0,1.0,1.0,2.0
2610,2,1.0,7.0,1,2,3,6.0,1.0,1.0,7.0,3.0,1,1.0,3.0,2.0,2.0,3.0,1.0,3,3,1,2,3,1,1.0,6.0,2.0,2.0,1.0
2611,2,2.0,7.0,2,3,3,7.0,3.0,2.0,3.0,5.0,3,3.0,1.0,2.0,2.0,3.0,7.0,3,1,1,1,2,2,3.0,6.0,1.0,1.0,1.0
2612,2,2.0,4.0,1,2,3,5.0,2.0,1.0,7.0,5.0,-1,1.0,3.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,2,3,-1,3.0,3.0,2.0,-1.0,1.0
2613,2,3.0,6.0,2,1,3,6.0,2.0,3.0,6.0,4.0,3,3.0,1.0,3.0,3.0,3.0,7.0,1,3,1,1,2,2,4.0,1.0,1.0,1.0,1.0
2614,1,3.0,5.0,2,2,2,4.0,4.0,3.0,5.0,5.0,3,2.0,2.0,4.0,1.0,4.0,6.0,1,3,2,1,2,1,4.0,4.0,1.0,-1.0,2.0
2615,2,2.0,7.0,1,3,3,7.0,1.0,2.0,4.0,4.0,1,1.0,3.0,4.0,1.0,2.0,1.0,3,3,3,1,1,1,2.0,6.0,2.0,2.0,1.0
2616,1,3.0,6.0,1,2,2,5.0,1.0,1.0,7.0,5.0,3,3.0,1.0,2.0,3.0,2.0,7.0,2,2,1,1,1,2,4.0,4.0,1.0,-1.0,1.0
2617,2,2.0,6.0,2,2,3,5.0,6.0,1.0,6.0,5.0,2,1.0,3.0,1.0,3.0,2.0,6.0,2,3,1,1,2,2,4.0,6.0,2.0,2.0,1.0
2618,2,1.0,5.0,1,3,3,5.0,1.0,1.0,5.0,2.0,1,1.0,3.0,3.0,2.0,2.0,6.0,2,3,1,2,1,2,1.0,4.0,2.0,2.0,1.0
2619,1,1.0,7.0,2,1,2,4.0,2.0,1.0,6.0,5.0,1,2.0,3.0,2.0,3.0,1.0,7.0,2,2,1,1,2,2,3.0,5.0,2.0,2.0,1.0
2620,2,3.0,6.0,2,3,1,6.0,3.0,3.0,6.0,5.0,3,3.0,2.0,3.0,2.0,2.0,7.0,1,3,2,1,2,2,5.0,4.0,1.0,1.0,1.0
2621,1,4.0,4.0,1,2,2,5.0,3.0,4.0,5.0,3.0,2,2.0,2.0,3.0,2.0,2.0,4.0,2,2,2,1,2,1,4.0,5.0,-1.0,-1.0,-1.0
2622,2,1.0,5.0,1,1,3,4.0,1.0,1.0,5.0,5.0,1,1.0,3.0,3.0,2.0,3.0,4.0,1,1,1,1,2,1,7.0,4.0,2.0,2.0,1.0
2623,2,3.0,7.0,2,3,3,7.0,2.0,3.0,7.0,5.0,2,1.0,1.0,3.0,1.0,3.0,7.0,1,3,3,1,2,2,3.0,6.0,5.0,1.0,2.0
2624,2,4.0,4.0,-1,-1,-1,4.0,4.0,4.0,4.0,3.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-1,-1,-1,-1,-1,-1,4.0,4.0,-1.0,-1.0,-1.0
2625,1,3.0,7.0,2,2,2,7.0,1.0,4.0,7.0,5.0,3,3.0,1.0,4.0,1.0,3.0,7.0,1,2,3,1,2,2,3.0,7.0,1.0,1.0,1.0
2626,1,5.0,7.0,2,3,3,6.0,3.0,2.0,6.0,5.0,1,3.0,1.0,3.0,1.0,3.0,7.0,2,3,1,1,2,1,5.0,6.0,1.0,-1.0,1.0
2627,2,5.0,2.0,1,2,3,4.0,2.0,1.0,3.0,5.0,2,1.0,3.0,1.0,2.0,1.0,2.0,3,3,3,1,1,2,3.0,4.0,2.0,2.0,1.0
2628,2,1.0,6.0,1,3,3,5.0,1.0,1.0,5.0,3.0,1,1.0,3.0,3.0,4.0,1.0,1.0,2,3,2,1,1,2,1.0,6.0,2.0,2.0,1.0
2629,2,1.0,7.0,2,1,3,2.0,5.0,1.0,5.0,5.0,1,1.0,3.0,3.0,2.0,3.0,7.0,2,3,1,2,2,2,6.0,6.0,2.0,2.0,1.0
2630,2,4.0,7.0,2,2,3,7.0,3.0,4.0,7.0,3.0,2,3.0,1.0,3.0,3.0,1.0,7.0,2,3,1,2,2,3,4.0,7.0,1.0,1.0,1.0
2631,2,2.0,7.0,2,3,3,6.0,2.0,1.0,7.0,5.0,1,2.0,1.0,1.0,3.0,3.0,7.0,1,3,1,2,1,3,2.0,7.0,1.0,1.0,1.0
2632,2,1.0,5.0,2,3,3,4.0,1.0,1.0,5.0,3.0,1,1.0,3.0,1.0,1.0,1.0,4.0,1,2,1,1,3,2,2.0,5.0,-1.0,-1.0,-1.0
2633,2,2.0,7.0,2,2,1,7.0,2.0,2.0,7.0,5.0,3,3.0,1.0,3.0,1.0,3.0,7.0,1,3,1,1,2,3,4.0,7.0,1.0,-1.0,1.0
2634,1,4.0,7.0,2,3,3,5.0,3.0,1.0,6.0,3.0,1,1.0,2.0,3.0,1.0,3.0,7.0,2,3,1,1,2,2,4.0,4.0,2.0,5.0,1.0
2635,2,1.0,5.0,2,3,3,3.0,7.0,2.0,4.0,4.0,2,1.0,3.0,4.0,3.0,2.0,4.0,2,3,3,2,1,1,2.0,5.0,2.0,2.0,1.0
2636,2,1.0,4.0,1,3,3,5.0,1.0,1.0,4.0,3.0,1,1.0,3.0,3.0,2.0,3.0,4.0,2,3,1,1,3,1,1.0,6.0,2.0,2.0,1.0
2637,2,1.0,4.0,2,1,3,2.0,3.0,1.0,5.0,4.0,1,1.0,3.0,2.0,4.0,3.0,4.0,3,3,2,2,2,1,1.0,5.0,2.0,2.0,1.0
2638,1,5.0,5.0,2,2,2,2.0,1.0,2.0,5.0,4.0,3,2.0,1.0,3.0,3.0,3.0,4.0,2,2,2,1,2,1,4.0,4.0,1.0,-1.0,2.0
2639,1,2.0,7.0,2,1,3,6.0,4.0,1.0,7.0,5.0,1,1.0,1.0,3.0,2.0,3.0,7.0,2,3,1,1,3,2,5.0,4.0,1.0,1.0,1.0
2640,2,1.0,6.0,2,3,3,7.0,3.0,1.0,2.0,5.0,1,3.0,3.0,3.0,1.0,3.0,4.0,3,3,1,2,1,1,1.0,5.0,2.0,1.0,2.0
2641,1,5.0,7.0,2,3,3,7.0,2.0,4.0,7.0,5.0,3,1.0,1.0,3.0,-1.0,1.0,7.0,1,3,3,2,1,3,4.0,7.0,1.0,1.0,1.0
2642,1,2.0,6.0,2,3,1,7.0,1.0,1.0,6.0,5.0,3,2.0,1.0,4.0,2.0,3.0,7.0,1,3,3,1,2,3,3.0,6.0,1.0,1.0,1.0
2643,1,1.0,7.0,2,2,3,6.0,1.0,1.0,5.0,5.0,1,1.0,3.0,3.0,1.0,3.0,6.0,1,3,1,1,3,3,4.0,6.0,2.0,2.0,2.0
2644,2,5.0,7.0,2,1,1,7.0,2.0,4.0,7.0,5.0,2,2.0,1.0,3.0,2.0,2.0,7.0,1,3,3,1,2,2,4.0,6.0,1.0,1.0,1.0
2645,1,1.0,6.0,2,1,2,4.0,3.0,1.0,7.0,5.0,-1,2.0,1.0,-1.0,-1.0,4.0,-1.0,-1,-1,-1,1,2,-1,4.0,4.0,1.0,-1.0,1.0
2646,2,5.0,7.0,2,1,1,7.0,4.0,5.0,7.0,5.0,2,3.0,1.0,1.0,2.0,1.0,7.0,2,2,1,1,2,2,5.0,7.0,1.0,1.0,1.0
2647,1,5.0,5.0,2,2,2,5.0,3.0,1.0,7.0,4.0,1,2.0,2.0,3.0,2.0,3.0,3.0,2,2,2,2,2,2,3.0,5.0,-1.0,2.0,-1.0
2648,2,2.0,6.0,2,2,3,6.0,2.0,1.0,4.0,3.0,1,1.0,3.0,3.0,2.0,3.0,4.0,2,3,3,1,1,2,2.0,6.0,2.0,2.0,1.0
2649,2,1.0,5.0,1,3,3,4.0,4.0,1.0,4.0,4.0,1,2.0,3.0,1.0,4.0,1.0,7.0,1,3,1,1,3,3,1.0,3.0,2.0,2.0,1.0
2650,2,6.0,3.0,1,3,3,4.0,7.0,1.0,6.0,2.0,1,1.0,3.0,1.0,2.0,2.0,5.0,1,3,1,2,1,1,1.0,4.0,2.0,2.0,2.0
2651,2,1.0,5.0,1,3,3,5.0,1.0,1.0,5.0,3.0,1,1.0,3.0,5.0,1.0,3.0,1.0,1,3,1,1,2,1,2.0,4.0,2.0,2.0,1.0
2652,2,1.0,7.0,2,1,3,6.0,1.0,1.0,5.0,5.0,1,1.0,3.0,1.0,4.0,1.0,5.0,2,3,1,1,3,1,6.0,2.0,2.0,-1.0,1.0
2653,2,3.0,7.0,2,1,2,7.0,4.0,4.0,7.0,5.0,2,3.0,1.0,3.0,1.0,3.0,7.0,1,3,1,2,1,2,3.0,7.0,1.0,1.0,1.0
2654,2,1.0,7.0,2,2,3,6.0,1.0,1.0,5.0,3.0,1,1.0,3.0,1.0,3.0,3.0,1.0,1,3,1,1,2,2,2.0,7.0,2.0,2.0,1.0
2655,2,4.0,4.0,2,1,3,4.0,4.0,2.0,4.0,5.0,2,2.0,3.0,1.0,2.0,1.0,7.0,1,3,1,1,3,3,3.0,6.0,2.0,2.0,1.0
2656,2,2.0,5.0,2,3,3,7.0,1.0,1.0,4.0,4.0,1,1.0,2.0,4.0,1.0,1.0,4.0,1,3,1,1,2,1,5.0,4.0,2.0,2.0,2.0
2657,1,1.0,3.0,2,3,3,4.0,1.0,1.0,5.0,5.0,2,3.0,1.0,1.0,4.0,2.0,7.0,1,2,1,1,3,2,7.0,2.0,1.0,1.0,1.0
2658,1,5.0,6.0,2,1,2,7.0,5.0,5.0,7.0,4.0,1,1.0,1.0,3.0,2.0,2.0,6.0,1,3,1,1,3,3,5.0,6.0,-1.0,2.0,-1.0
2659,2,1.0,5.0,1,3,3,5.0,1.0,1.0,7.0,5.0,1,1.0,3.0,1.0,2.0,3.0,1.0,3,3,1,2,1,1,1.0,5.0,2.0,2.0,1.0
2660,2,4.0,7.0,2,2,3,6.0,2.0,2.0,7.0,4.0,-1,3.0,1.0,-1.0,-1.0,4.0,-1.0,-1,-1,-1,1,2,-1,5.0,2.0,1.0,-1.0,1.0
2661,2,3.0,6.0,2,2,2,6.0,1.0,1.0,7.0,5.0,3,3.0,1.0,4.0,1.0,3.0,7.0,1,3,3,1,1,3,3.0,7.0,1.0,1.0,1.0
2662,2,4.0,5.0,2,3,2,6.0,3.0,3.0,4.0,5.0,3,3.0,1.0,3.0,2.0,2.0,6.0,1,3,1,1,1,3,3.0,6.0,1.0,1.0,1.0
2663,1,2.0,7.0,2,3,2,7.0,2.0,1.0,7.0,5.0,3,3.0,2.0,3.0,2.0,3.0,7.0,3,2,2,1,2,2,5.0,6.0,-1.0,1.0,-1.0
2664,2,1.0,6.0,2,3,1,6.0,2.0,1.0,6.0,4.0,1,2.0,3.0,2.0,3.0,1.0,1.0,1,3,1,2,2,1,1.0,6.0,2.0,2.0,1.0
2665,1,2.0,7.0,2,3,3,7.0,2.0,2.0,6.0,5.0,3,3.0,1.0,4.0,1.0,3.0,7.0,2,3,1,2,3,2,3.0,5.0,1.0,1.0,1.0
